,MCXC,OName,AName,RAdeg,DEdeg,z,M500
1132,J1453.1+2153,RXC J1453.1+2153  ,A1986                                                 ,223.28,21.895,0.1186,1.7512
1133,J1454.4+1622,RXC J1454.4+1622  ,                                                      ,223.617,16.37,0.0456,0.4614
1134,J1454.5+1838,RXC J1454.5+1838  ,A1991                                                 ,223.631,18.642,0.0586,1.6755
1135,J1455.2-3325,RXCJ1455.2-3325   ,                                                      ,223.808,-33.427,0.1158,2.2029
1136,J1456.2-3826,RXC J1456.2-3826  ,                                                      ,224.051,-38.44,0.115,2.351
1137,J1456.2+2221,MS1454.0+2233     ,ZwCl7160                                              ,224.062,22.353,0.108,0.7253
1138,J1456.3-0549,RXCJ1456.3-0549   ,A1994                                                 ,224.081,-5.828,0.22,3.964
1139,J1457.2+2220,RXC J1457.2+2220  ,MS 1455.0+2232                                        ,224.316,22.343,0.2579,6.315
1140,J1459.0-0843,RXCJ1459.0-0843   ,                                                      ,224.765,-8.725,0.1043,1.9047
1141,J1459.4-1811,RXCJ1459.4-1811   ,S0780                                                 ,224.872,-18.187,0.2357,8.618
1142,J1500.0+2234,BVH2007 NS 12     ,VMF98 166                                             ,225.011,22.568,0.23,0.8745
1143,J1500.3+2121,A2009             ,A2009                                                 ,225.085,21.362,0.153,5.0613
1144,J1500.8+2244,RX J1500.8+2244   ,VMF98 167                                             ,225.215,22.745,0.45,2.0045
1145,J1501.0-0824,WARP J1501.0-0824 ,                                                      ,225.268,-8.416,0.51,1.1003
1146,J1501.1+0141,RXCJ1501.1+0141   ,NGC5813                                               ,225.299,1.698,0.005,0.2399
1147,J1501.3-0830,BVH2007 195       ,                                                      ,225.326,-8.509,0.108,1.3793
1148,J1501.3+4220,RXC J1501.3+4220  ,ZwCl7215                                              ,225.347,42.346,0.2917,4.352
1149,J1504.1-0248,RXCJ1504.1-0248   ,                                                      ,226.032,-2.805,0.2153,12.475
1150,J1504.6-1453,BVH2007 196       ,                                                      ,226.163,-14.899,0.284,1.6107
1151,J1506.4+0136,RXC J1506.4+0136  ,NGC 5846                                              ,226.624,1.605,0.006,0.1305
1152,J1510.1+3330,RXC J1510.1+3330  ,A2034                                                 ,227.549,33.515,0.113,4.0695
1153,J1510.9+0543,A2029             ,A2029                                                 ,227.729,5.72,0.0766,7.2708
1154,J1511.1+1802,RXC J1511.1+1802  ,A2036                                                 ,227.776,18.044,0.1161,1.7625
1155,J1511.3+0619,A2033             ,A2033                                                 ,227.848,6.319,0.0817,2.3811
1156,J1511.5+0145,RXCJ1511.5+0145   ,                                                      ,227.89,1.764,0.0384,0.4275
1157,J1512.2-2254,RXCJ1512.2-2254   ,                                                      ,228.053,-22.916,0.3152,6.1805
1158,J1512.6+3451,RXC J1512.6+3451  ,A2046                                                 ,228.155,34.86,0.1489,1.6807
1159,J1512.8-0128,RXCJ1512.8-0128   ,                                                      ,228.213,-1.48,0.1223,2.1875
1160,J1514.2+5527,WARP J1514.2+5527 ,                                                      ,228.556,55.464,0.4753,1.1063
1161,J1514.3+3636,BVH2007 NS 13     ,MS1512.4+3647                                         ,228.592,36.606,0.372,3.0438
1162,J1514.6-4558,RXC J1514.6-4558  ,                                                      ,228.651,-45.981,0.058,2.6628
1163,J1514.9+5541,WARP J1514.9+5541 ,                                                      ,228.73,55.691,0.559,1.8248
1164,J1514.9-1523,RXCJ1514.9-1523   ,                                                      ,228.742,-15.386,0.2226,5.4232
1165,J1515.5+4346,BVH2007 197       ,VMF98 168                                             ,228.887,43.776,0.137,0.7965
1166,J1515.6+4350,RX J1515.6+4350   ,VMF98 169                                             ,228.903,43.847,0.243,0.7694
1167,J1516.3+0005,RXCJ1516.3+0005   ,A2050                                                 ,229.08,0.098,0.1181,2.5949
1168,J1516.5-0056,RXCJ1516.5-0056   ,A2051                                                 ,229.142,-0.949,0.1198,2.2053
1169,J1516.7+0701,RXC J1516.7+0701  ,A2052                                                 ,229.183,7.018,0.0353,2.4945
1170,J1517.9+3127,WARP J1517.9+3127 ,                                                      ,229.483,31.46,0.744,1.6042
1171,J1518.3-4632,RXC J1518.3-4632  ,                                                      ,229.595,-46.54,0.056,1.2396
1172,J1518.7+0613,RXC J1518.7+0613  ,A2055                                                 ,229.69,6.231,0.1021,3.118
1173,J1520.9+4840,RXC J1520.9+4840  ,A2064                                                 ,230.227,48.669,0.1076,2.6205
1174,J1521.2+3038,A2061             ,A2061                                                 ,230.321,30.64,0.0777,2.8536
1175,J1521.8+0742,RXC J1521.8+0742  ,MKW 3s                                                ,230.458,7.709,0.0442,2.5215
1176,J1522.2+2952,MS1520.1+3002     ,                                                      ,230.556,29.877,0.117,1.106
1177,J1522.4+2742,RXC J1522.4+2742  ,A2065                                                 ,230.611,27.709,0.0723,3.5078
1178,J1523.0+0836,RXC J1523.0+0836  ,A2063                                                 ,230.772,8.602,0.0355,2.1598
1179,J1523.1+3050,A2067             ,A2067                                                 ,230.783,30.845,0.0756,1.1796
1180,J1524.0+1003,WARP J1524.0+1003 ,                                                      ,231.017,10.054,0.22,0.7775
1181,J1524.1+2955,A2069             ,A2069                                                 ,231.041,29.921,0.1145,4.5741
1182,J1524.2-3154,RXCJ1524.2-3154   ,                                                      ,231.053,-31.904,0.1028,3.5855
1183,J1524.6+0957,BVH2007 198       ,VMF98 170                                             ,231.168,9.96,0.516,3.045
1184,J1524.8+1005,WARP J1524.8+1005 ,                                                      ,231.218,10.088,0.251,0.6246
1185,J1525.7+2825,A2073             ,A2073                                                 ,231.436,28.428,0.1515,2.6463
1186,J1525.9+1814,A2072             ,A2072                                                 ,231.477,18.236,0.127,2.7358
1187,J1528.0+6956,RXC J1528.0+6956  ,                                                      ,232.016,69.942,0.1136,1.7024
1188,J1532.9+3021,RXJ1532.9+3021    ,RXJ1532.9+3021                                        ,233.226,30.353,0.345,8.1627
1189,J1533.2+3108,BVH2007 199       ,A2092                                                 ,233.321,31.149,0.0673,0.9213
1190,J1535.0+0120,MS1532.5+0130     ,                                                      ,233.758,1.347,0.32,1.3735
1191,J1535.1-4658,RXC J1535.1-4658  ,                                                      ,233.788,-46.979,0.036,0.3516
1192,J1536.5+0133,BVH2007 NS 14     ,                                                      ,234.147,1.556,0.309,3.0654
1193,J1537.7+1200,BVH2007 200       ,VMF98 171                                             ,234.436,12.006,0.134,0.6622
1194,J1539.5-8335,RXCJ1539.5-8335   ,                                                      ,234.891,-83.592,0.0728,3.177
1195,J1539.6+2147,A2107             ,A2107                                                 ,234.91,21.789,0.0411,1.4922
1196,J1539.7+3424,RXC J1539.7+3424  ,A2111                                                 ,234.934,34.416,0.229,4.6611
1197,J1539.8+3043,RXC J1539.8+3043  ,A2110                                                 ,234.953,30.717,0.098,3.1409
1198,J1540.1-0318,RXCJ1540.1-0318   ,A2104                                                 ,235.031,-3.308,0.1533,4.4239
1199,J1540.1+1752,A2108             ,A2108                                                 ,235.038,17.878,0.0916,1.919
1200,J1540.1+6611,BVH2007 NS 15     ,                                                      ,235.042,66.188,0.245,1.5112
1201,J1540.8+1445,RX J1540.8+1445   ,VMF98 172                                             ,235.222,14.759,0.441,1.2099
1202,J1541.1+6626,BVH2007 NS 16     ,                                                      ,235.295,66.442,0.245,1.4027
1203,J1544.0+5346,RX J1544.0+5346   ,VMF98 173                                             ,236.021,53.774,0.112,0.2802
1204,J1545.0+3603,A2124             ,A2124                                                 ,236.25,36.066,0.0654,1.5514
1205,J1547.3+2057,BVH2007 NS 17     ,VMF98 174                                             ,236.835,20.95,0.266,1.4167
1206,J1548.7-0259,RXCJ1548.7-0259   ,A2128                                                 ,237.191,-2.996,0.101,1.8321
1207,J1549.2+1123,MS1546.8+1132     ,                                                      ,237.31,11.389,0.226,2.3149
1208,J1552.2+2013,BVH2007 201       ,VMF98 175                                             ,238.051,20.228,0.136,0.9829
1209,J1553.3+5107,RXC J1553.3+5107  ,A2136                                                 ,238.335,51.123,0.2354,2.3664
1210,J1554.2+3237,RXC J1554.2+3237  ,                                                      ,238.573,32.628,0.075,0.9731
1211,J1556.1+6621,RXC J1556.1+6621  ,A2146                                                 ,239.037,66.356,0.2339,4.8927
1212,J1557.7+3530,RXC J1557.7+3530  ,A2141                                                 ,239.438,35.504,0.1549,2.6998
1213,J1558.3+2713,RXC J1558.3+2713  ,A2142                                                 ,239.586,27.227,0.0894,8.1491
1214,J1558.3-1410,RXCJ1558.3-1410   ,                                                      ,239.597,-14.168,0.097,3.8731
1215,J1559.1+6353,WARP J1559.1+6353 ,                                                      ,239.792,63.885,0.85,2.1665
1216,J1600.3+3313,MS1558.5+3321     ,A2145                                                 ,240.095,33.222,0.088,1.5616
1217,J1601.3+5354,RXC J1601.3+5354  ,A2149                                                 ,240.347,53.906,0.1068,2.1643
1218,J1601.7-7544,RXC J1601.7-7544  ,                                                      ,240.445,-75.746,0.153,6.876
1219,J1602.3+1601,A2147             ,A2147                                                 ,240.578,16.02,0.0353,2.4052
1220,J1603.0+2524,A2148             ,A2148                                                 ,240.759,25.404,0.0888,1.6041
1221,J1604.5+1743,RXC J1604.5+1743  ,A2151a                                                ,241.149,17.724,0.037,1.3202
1222,J1604.9+2355,RXC J1604.9+2355  ,AWM 4                                                 ,241.238,23.921,0.0326,0.9289
1223,J1605.5+7208,RXC J1605.5+7208  ,                                                      ,241.382,72.147,0.1332,1.8917
1224,J1605.5+1626,A2152             ,A2152                                                 ,241.384,16.442,0.037,0.57
1225,J1606.7+2328,RX J1606.7+2329   ,VMF98 176                                             ,241.677,23.483,0.31,1.104
1226,J1606.8+1746,A2151b            ,A2151b                                                ,241.718,17.781,0.0321,0.3311
1227,J1614.1-6307,RXC J1614.1-6307  ,                                                      ,243.533,-63.131,0.062,1.3091
1228,J1614.1+4909,A2169             ,A2169                                                 ,243.54,49.153,0.0579,0.788
1229,J1614.1+3425,BVH2007 202       ,                                                      ,243.548,34.424,0.269,1.3573
1230,J1614.3-6052,RXC J1614.3-6052  ,A3627                                                 ,243.594,-60.869,0.0157,2.136
1231,J1614.4+6825,WARP J1614.4+6825 ,                                                      ,243.604,68.428,0.128,0.284
1232,J1615.5+1927,RXC J1615.5+1927  ,NGC 6098                                              ,243.895,19.46,0.0308,0.3629
1233,J1615.7-0608,RXCJ1615.7-0608   ,A2163                                                 ,243.945,-6.146,0.203,11.0518
1234,J1617.4+3456,RXC J1617.5+3458  ,NGC 6107                                              ,244.363,34.937,0.0315,0.6744
1235,J1618.2+2938,RXC J1618.2+2938  ,                                                      ,244.574,29.64,0.2993,3.0268
1236,J1619.0+3230,MS1617.1+3237     ,                                                      ,244.767,32.512,0.274,1.3447
1237,J1620.3+1723,BVH2007 NS 18     ,VMF98 177                                             ,245.09,17.389,0.112,0.4637
1238,J1620.5+2953,RXC J1620.5+2953  ,A2175                                                 ,245.132,29.895,0.0972,2.5734
